"distance","rp2","rp10","huc2","huc4"
86.7926035952881,0.35042735042735,0.0170940170940171,1,2
54.4942141068051,0.321428571428571,0.0178571428571429,1,4
45.2783763232391,0.358974358974359,0.0128205128205128,1,4
41.7949098790851,0.410714285714286,0.0357142857142857,1,4
75.8233112557383,0.294871794871795,0.0128205128205128,1,4
36.2904588311901,0.375,0,1,4
37.8840682232055,0.366666666666667,0.0111111111111111,1,4
31.6354942606352,0.293333333333333,0.0133333333333333,1,8
44.0790428904875,0.4,0.04,1,8
37.0638036112859,0.259259259259259,0.037037037037037,1,8
61.1725017882141,0.285714285714286,0.0476190476190476,1,8
59.543013676883,0.206349206349206,0.0476190476190476,1,8
22.5235050761081,0.301587301587302,0.0634920634920635,1,8
91.6224582367266,0.346666666666667,0.0266666666666667,1,8
90.0674405903895,0.25609756097561,0.024390243902439,1,8
53.112605157496,0.271604938271605,0.0493827160493827,1,8
31.2082594267284,0.285714285714286,0.0317460317460317,1,8
100.067028986381,0.386666666666667,0.0133333333333333,1,8
88.160527543605,0.304878048780488,0.024390243902439,1,8
56.1321746467851,0.320987654320988,0.0246913580246914,1,8
42.6146055555293,0.26984126984127,0.0317460317460317,1,8
31.1415307037965,0.365853658536585,0.0365853658536585,1,8
123.300426853077,0.405405405405405,0,1,8
115.454650470489,0.486486486486487,0.027027027027027,1,8
80.8690945742082,0.405405405405405,0.027027027027027,1,8
62.3676813140571,0.297297297297297,0.027027027027027,1,8
35.6534828197201,0.432432432432432,0.027027027027027,1,8
29.2591055717984,0.432432432432432,0.027027027027027,1,8
204.607867228595,0.293333333333333,0.0133333333333333,1,8
180.6427864808,0.317073170731707,0,1,8
163.25241405003,0.271604938271605,0.0123456790123457,1,8
157.818804280176,0.222222222222222,0,1,8
145.967381496506,0.268292682926829,0,1,8
117.313395880384,0.355769230769231,0.0288461538461538,1,8
116.816334678782,0.432432432432432,0,1,8
220.222365514098,0.24,0.0133333333333333,1,8
201.653863607112,0.271604938271605,0.0246913580246914,1,8
176.36591124565,0.259259259259259,0.0123456790123457,1,8
164.754955676091,0.285714285714286,0.0158730158730159,1,8
144.21839325586,0.246913580246914,0.0123456790123457,1,8
122.185292811115,0.308641975308642,0.0123456790123457,1,8
109.434908562563,0.351351351351351,0.027027027027027,1,8
50.122007333887,0.333333333333333,0.0123456790123457,1,8
211.960178085889,0.259259259259259,0,1,8
193.215038823369,0.314814814814815,0.037037037037037,1,8
168.151972661056,0.314814814814815,0.0185185185185185,1,8
156.845431418824,0.259259259259259,0.0185185185185185,1,8
136.892528140723,0.240740740740741,0.0185185185185185,1,8
114.243977778802,0.277777777777778,0.0185185185185185,1,8
102.423905101602,0.27027027027027,0.027027027027027,1,8
45.4641689732818,0.351851851851852,0,1,8
8.48831638405178,0.481481481481481,0.037037037037037,1,8
266.95146656587,0.213333333333333,0.0133333333333333,1,8
248.010321731187,0.195121951219512,0.0121951219512195,1,8
223.105697010428,0.222222222222222,0.0246913580246914,1,8
211.254109719693,0.238095238095238,0.0158730158730159,1,8
189.697795769802,0.207317073170732,0.024390243902439,1,8
168.752755031204,0.267441860465116,0.0348837209302326,1,8
154.400211247748,0.27027027027027,0.027027027027027,1,8
80.9417146979742,0.290697674418605,0.0465116279069767,1,8
46.745515782492,0.382716049382716,0.037037037037037,1,8
55.0160289680491,0.407407407407407,0.037037037037037,1,8
289.192515596951,0.32,0.0133333333333333,1,8
269.832956592577,0.271604938271605,0.0246913580246914,1,8
245.40789511849,0.308641975308642,0.0123456790123457,1,8
233.730748181019,0.317460317460317,0.0158730158730159,1,8
212.166305635831,0.283950617283951,0.0246913580246914,1,8
191.211915369388,0.320987654320988,0.0123456790123457,1,8
176.827437966878,0.378378378378378,0.027027027027027,1,8
98.6477376629033,0.358024691358025,0.0123456790123457,1,8
69.0998724845275,0.419753086419753,0.0246913580246914,1,8
77.2657430121963,0.481481481481481,0.037037037037037,1,8
22.5079800009542,0.37037037037037,0.0617283950617284,1,8
17.2831492276447,0.382978723404255,0.0638297872340425,1,9
21.4288938793493,0.422535211267606,0.028169014084507,1,10
66.9301669180952,0.384615384615385,0.0256410256410256,1,10
56.94413687765,0.41025641025641,0.0256410256410256,1,10
118.882735586157,0.389830508474576,0,1,10
119.461862704336,0.389830508474576,0,1,10
72.1935366270192,0.333333333333333,0,1,10
110.467626738478,0.347222222222222,0.0277777777777778,2,2
106.261355142191,0.342857142857143,0.0285714285714286,2,2
6.68165554453518,0.428571428571429,0.114285714285714,2,2
109.054902912139,0.361702127659574,0.0212765957446809,2,2
12.5314062703664,0.361702127659574,0.0638297872340425,2,2
7.59159362980451,0.371428571428571,0.0571428571428571,2,2
117.358133499711,0.389830508474576,0.0169491525423729,2,2
22.9907954736516,0.423728813559322,0.101694915254237,2,2
29.0362756179852,0.342857142857143,0.0857142857142857,2,2
35.5166371952571,0.340425531914894,0.0638297872340425,2,2
141.578012429239,0.333333333333333,0.0138888888888889,2,2
50.5497576749235,0.411764705882353,0.0823529411764706,2,2
57.0995798072506,0.314285714285714,0.0571428571428571,2,2
62.5577977750613,0.297872340425532,0.0425531914893617,2,2
29.2288058642774,0.372881355932203,0.0847457627118644,2,2
315.827380010093,0.224489795918367,0.0204081632653061,2,4
311.314530432711,0.244897959183673,0.0204081632653061,2,4
7.66162943821795,0.364705882352941,0.0588235294117647,2,4
312.766133577162,0.346938775510204,0,2,4
13.8811202656211,0.364705882352941,0.0470588235294118,2,4
7.42580003826497,0.341176470588235,0.0588235294117647,2,4
319.028145135261,0.26530612244898,0.0204081632653061,2,4
40.1665591938236,0.380281690140845,0.0704225352112676,2,4
34.4165958646681,0.28169014084507,0.0422535211267606,2,4
26.9915611166052,0.394366197183099,0.0422535211267606,2,4
300.208768478312,0.236842105263158,0,2,4
20.8200334728796,0.315789473684211,0.0526315789473684,2,4
22.6134786238067,0.342105263157895,0.0263157894736842,2,4
29.6781716757937,0.263157894736842,0.0263157894736842,2,4
56.0845749017566,0.236842105263158,0.0263157894736842,2,4
287.851626003765,0.306122448979592,0,2,4
28.8161605803344,0.349397590361446,0.0481927710843374,2,4
26.7028166873182,0.313253012048193,0.036144578313253,2,4
31.8089088241931,0.313253012048193,0.0120481927710843,2,4
54.8488035218885,0.309859154929577,0.0422535211267606,2,4
13.9350832426243,0.342105263157895,0.0526315789473684,2,4
198.909425347346,0.408163265306122,0,2,4
121.744057728214,0.352941176470588,0.0588235294117647,2,4
116.035419751061,0.317647058823529,0.0470588235294118,2,4
116.171411804376,0.376470588235294,0.0470588235294118,2,4
120.163424416243,0.352112676056338,0.0563380281690141,2,4
110.420705761192,0.263157894736842,0.0526315789473684,2,4
96.6440834620132,0.349397590361446,0.0240963855421687,2,4
200.36340829063,0.387755102040816,0,2,4
118.128203700703,0.388235294117647,0.0235294117647059,2,4
112.714119459193,0.305882352941176,0.0235294117647059,2,4
113.285902095302,0.352941176470588,0.0235294117647059,2,4
118.890631990045,0.352112676056338,0.0140845070422535,2,4
105.873844160386,0.315789473684211,0.0263157894736842,2,4
92.2430525598664,0.36144578313253,0.0120481927710843,2,4
7.41144486380855,0.418367346938776,0.0306122448979592,2,4
